match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
Schmidt et al._2013_1773,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,3
Schmidt et al._2013_1774,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,1,3
Schmidt et al._2013_1775,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,1,3
Schmidt et al._2013_1776,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,1,3
Schmidt et al._2013_1777,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,3
Schmidt et al._2013_1778,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,3
Schmidt et al._2013_1779,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,1,4
Schmidt et al._2013_1780,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,2,3
Schmidt et al._2013_1781,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,3
Schmidt et al._2013_1782,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,1,4
Schmidt et al._2013_1783,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,2,4
Schmidt et al._2013_1784,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,4
Schmidt et al._2013_1785,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,3
Schmidt et al._2013_1786,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,1,4
Schmidt et al._2013_1787,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,2,4
Schmidt et al._2013_1788,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,2,4
Schmidt et al._2013_1789,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,3
Schmidt et al._2013_1790,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,4
Schmidt et al._2013_1791,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,4
Schmidt et al._2013_1792,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,1,4
Schmidt et al._2013_1793,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,3
Schmidt et al._2013_1794,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,1,3
Schmidt et al._2013_1795,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,4
Schmidt et al._2013_1796,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,4
Schmidt et al._2013_1797,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,3
Schmidt et al._2013_1798,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,3
Schmidt et al._2013_1799,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,3
Schmidt et al._2013_1800,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ1-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,2,4
Schmidt et al._2013_1801,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,3
Schmidt et al._2013_1802,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,3
Schmidt et al._2013_1803,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,3
Schmidt et al._2013_1804,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,1,3
Schmidt et al._2013_1805,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,3
Schmidt et al._2013_1806,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,1,4
Schmidt et al._2013_1807,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,3
Schmidt et al._2013_1808,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,3
Schmidt et al._2013_1809,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,1,4
Schmidt et al._2013_1810,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,4
Schmidt et al._2013_1811,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,3
Schmidt et al._2013_1812,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,1,3
Schmidt et al._2013_1813,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,2,4
Schmidt et al._2013_1814,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,4
Schmidt et al._2013_1815,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,4
Schmidt et al._2013_1816,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,4
Schmidt et al._2013_1817,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,2,4
Schmidt et al._2013_1818,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,2,4
Schmidt et al._2013_1819,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,1,3
Schmidt et al._2013_1820,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,4
Schmidt et al._2013_1821,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,4
Schmidt et al._2013_1822,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,4
Schmidt et al._2013_1823,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,4
Schmidt et al._2013_1824,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,1,4
Schmidt et al._2013_1825,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,4
Schmidt et al._2013_1826,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,4
Schmidt et al._2013_1827,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,2,3
Schmidt et al._2013_1828,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,2,3
Schmidt et al._2013_1829,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,4
Schmidt et al._2013_1830,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,2,3
Schmidt et al._2013_1831,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,4
Schmidt et al._2013_1832,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,4
Schmidt et al._2013_1833,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,2,3
Schmidt et al._2013_1834,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,4
Schmidt et al._2013_1835,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,1,4
Schmidt et al._2013_1836,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,3
Schmidt et al._2013_1837,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,2,4
Schmidt et al._2013_1838,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,4
Schmidt et al._2013_1839,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,4
Schmidt et al._2013_1840,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ2-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,2,4
Schmidt et al._2013_1841,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,4
Schmidt et al._2013_1842,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,3
Schmidt et al._2013_1843,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,3
Schmidt et al._2013_1844,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,4
Schmidt et al._2013_1845,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,1,4
Schmidt et al._2013_1846,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,3
Schmidt et al._2013_1847,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,2,4
Schmidt et al._2013_1848,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,3
Schmidt et al._2013_1849,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,1,4
Schmidt et al._2013_1850,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,2,4
Schmidt et al._2013_1851,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,3
Schmidt et al._2013_1852,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,4
Schmidt et al._2013_1853,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,2,3
Schmidt et al._2013_1854,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,3
Schmidt et al._2013_1855,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,4
Schmidt et al._2013_1856,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,4
Schmidt et al._2013_1857,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,4
Schmidt et al._2013_1858,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,4
Schmidt et al._2013_1859,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,4
Schmidt et al._2013_1860,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,3
Schmidt et al._2013_1861,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,4
Schmidt et al._2013_1862,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,1,4
Schmidt et al._2013_1863,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,3
Schmidt et al._2013_1864,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,3
Schmidt et al._2013_1865,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,4
Schmidt et al._2013_1866,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,4
Schmidt et al._2013_1867,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,4
Schmidt et al._2013_1868,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,3
Schmidt et al._2013_1869,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,3
Schmidt et al._2013_1870,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,2,3
Schmidt et al._2013_1871,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,2,3
Schmidt et al._2013_1872,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,1,4
Schmidt et al._2013_1873,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,4
Schmidt et al._2013_1874,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,4
Schmidt et al._2013_1875,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,1,4
Schmidt et al._2013_1876,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,3
Schmidt et al._2013_1877,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,2,4
Schmidt et al._2013_1878,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,2,3
Schmidt et al._2013_1879,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,3
Schmidt et al._2013_1880,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ3-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,4
Schmidt et al._2013_1881,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,3
Schmidt et al._2013_1882,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,4
Schmidt et al._2013_1883,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,2,3
Schmidt et al._2013_1884,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,3
Schmidt et al._2013_1885,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,4
Schmidt et al._2013_1886,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,2,4
Schmidt et al._2013_1887,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,4
Schmidt et al._2013_1888,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,4
Schmidt et al._2013_1889,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,4
Schmidt et al._2013_1890,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-1.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,3
Schmidt et al._2013_1891,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,3
Schmidt et al._2013_1892,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,3
Schmidt et al._2013_1893,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,2,3
Schmidt et al._2013_1894,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,1,3
Schmidt et al._2013_1895,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,2,3
Schmidt et al._2013_1896,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,1,4
Schmidt et al._2013_1897,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,1,3
Schmidt et al._2013_1898,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,1,4
Schmidt et al._2013_1899,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,1,4
Schmidt et al._2013_1900,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-2.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,3
Schmidt et al._2013_1901,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,3
Schmidt et al._2013_1902,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,1,4
Schmidt et al._2013_1903,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,4
Schmidt et al._2013_1904,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,2,4
Schmidt et al._2013_1905,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_72,1,3
Schmidt et al._2013_1906,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_73,1,3
Schmidt et al._2013_1907,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_74,2,4
Schmidt et al._2013_1908,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_75,2,3
Schmidt et al._2013_1909,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_76,2,3
Schmidt et al._2013_1910,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-3.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_77,1,3
Schmidt et al._2013_1911,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-4.edf,1,Schmidt et al._2013_67,Schmidt et al._2013_68,1,4
Schmidt et al._2013_1912,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_69,2,3
Schmidt et al._2013_1913,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_70,1,3
Schmidt et al._2013_1914,Schmidt et al._2013,Random Match Protocol, Phase II, Game CO2,NFGDZ4-4.edf,1,Schmidt et al._2013_68,Schmidt et al._2013_71,1,3
