match_id,dataset_id,treatment,session,round,player_1_id,player_2_id,player_1_choice,player_2_choice
schmidt et al._2013_840,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,4,schmidt et al._2013_13,schmidt et al._2013_22,2,4
schmidt et al._2013_841,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_842,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_843,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_15,2,3
schmidt et al._2013_844,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_845,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_17,2,4
schmidt et al._2013_846,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_847,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_848,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_849,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_850,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,5,schmidt et al._2013_13,schmidt et al._2013_22,2,4
schmidt et al._2013_851,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_852,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_853,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_15,2,3
schmidt et al._2013_854,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_855,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_17,1,4
schmidt et al._2013_856,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_857,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_858,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_859,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_860,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,6,schmidt et al._2013_13,schmidt et al._2013_22,2,3
schmidt et al._2013_861,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_862,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_863,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_15,1,4
schmidt et al._2013_864,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_865,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_17,2,3
schmidt et al._2013_866,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_18,2,3
schmidt et al._2013_867,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_868,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_869,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_870,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,7,schmidt et al._2013_13,schmidt et al._2013_22,2,4
schmidt et al._2013_871,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_872,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_873,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_874,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_16,2,4
schmidt et al._2013_875,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_17,2,4
schmidt et al._2013_876,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_877,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_878,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_879,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_880,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-3.edf,8,schmidt et al._2013_13,schmidt et al._2013_22,2,4
schmidt et al._2013_881,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_882,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_883,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_884,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_16,2,3
schmidt et al._2013_885,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_17,2,3
schmidt et al._2013_886,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_18,2,3
schmidt et al._2013_887,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_19,1,4
schmidt et al._2013_888,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_20,1,4
schmidt et al._2013_889,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_890,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,1,schmidt et al._2013_13,schmidt et al._2013_22,1,4
schmidt et al._2013_891,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_892,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_14,2,3
schmidt et al._2013_893,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_894,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_16,2,4
schmidt et al._2013_895,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_17,2,3
schmidt et al._2013_896,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_897,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_898,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_20,1,4
schmidt et al._2013_899,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_900,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,2,schmidt et al._2013_13,schmidt et al._2013_22,1,4
schmidt et al._2013_901,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_12,schmidt et al._2013_13,2,3
schmidt et al._2013_902,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_903,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_904,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_905,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_17,2,4
schmidt et al._2013_906,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_907,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_19,2,3
schmidt et al._2013_908,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_909,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_910,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,3,schmidt et al._2013_13,schmidt et al._2013_22,1,4
schmidt et al._2013_911,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_912,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_14,2,3
schmidt et al._2013_913,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_914,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_915,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_17,2,4
schmidt et al._2013_916,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_917,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_918,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_919,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_920,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,4,schmidt et al._2013_13,schmidt et al._2013_22,2,4
schmidt et al._2013_921,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_922,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_923,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_15,2,3
schmidt et al._2013_924,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_925,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_17,2,4
schmidt et al._2013_926,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_927,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_928,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_929,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_930,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,5,schmidt et al._2013_13,schmidt et al._2013_22,2,4
schmidt et al._2013_931,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_932,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_933,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_934,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_935,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_17,2,4
schmidt et al._2013_936,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_937,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_938,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_939,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_21,2,4
schmidt et al._2013_940,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,6,schmidt et al._2013_13,schmidt et al._2013_22,2,3
schmidt et al._2013_941,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_12,schmidt et al._2013_13,2,4
schmidt et al._2013_942,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_943,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_944,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_945,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_17,2,3
schmidt et al._2013_946,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_18,2,4
schmidt et al._2013_947,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_948,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_949,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_21,2,3
schmidt et al._2013_950,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,7,schmidt et al._2013_13,schmidt et al._2013_22,1,4
schmidt et al._2013_951,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_12,schmidt et al._2013_13,2,3
schmidt et al._2013_952,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_14,2,4
schmidt et al._2013_953,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_15,2,4
schmidt et al._2013_954,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_16,1,4
schmidt et al._2013_955,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_17,2,4
schmidt et al._2013_956,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_18,2,3
schmidt et al._2013_957,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_19,2,4
schmidt et al._2013_958,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_20,2,4
schmidt et al._2013_959,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_21,1,4
schmidt et al._2013_960,schmidt et al._2013,Random Match Protocol, Phase I, Game CO2,NFGDZ2-4.edf,8,schmidt et al._2013_13,schmidt et al._2013_22,2,4
schmidt et al._2013_961,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_23,schmidt et al._2013_24,2,4
schmidt et al._2013_962,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_25,2,4
schmidt et al._2013_963,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_26,1,3
schmidt et al._2013_964,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_27,2,4
schmidt et al._2013_965,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_28,1,4
schmidt et al._2013_966,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_29,2,4
schmidt et al._2013_967,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_30,2,3
schmidt et al._2013_968,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_31,2,4
schmidt et al._2013_969,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_32,1,3
schmidt et al._2013_970,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,1,schmidt et al._2013_24,schmidt et al._2013_33,2,4
schmidt et al._2013_971,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,2,schmidt et al._2013_23,schmidt et al._2013_24,2,3
schmidt et al._2013_972,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,2,schmidt et al._2013_24,schmidt et al._2013_25,2,4
schmidt et al._2013_973,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,2,schmidt et al._2013_24,schmidt et al._2013_26,1,4
schmidt et al._2013_974,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,2,schmidt et al._2013_24,schmidt et al._2013_27,2,4
schmidt et al._2013_975,schmidt et al._2013,Random Match Protocol, Phase I, Game CO3,NFGDZ3-1.edf,2,schmidt et al._2013_24,schmidt et al._2013_28,1,4
